p,w,s,base,best,gain
0.10,028,018,48.593100,33.026900,0.679662
0.15,028,016,34.018100,18.553000,0.545386
0.20,028,010,25.840200,11.577900,0.448058
0.25,028,007,20.709900,8.191500,0.395535
0.30,028,005,17.113200,6.006400,0.350981
0.35,028,005,14.429200,4.997200,0.346326
0.40,028,004,12.366600,4.202900,0.339859
0.45,028,003,10.683600,3.284000,0.307387
0.50,028,003,9.318300,2.919100,0.313265
0.05,029,019,86.615200,75.918500,0.876503
0.10,029,017,48.593100,31.518400,0.648619
0.15,029,011,34.018100,16.993500,0.499543
0.20,029,010,25.840200,11.341200,0.438898
0.25,029,007,20.709900,8.025900,0.387539
0.30,029,005,17.113200,5.739200,0.335367
0.35,029,005,14.429200,4.867200,0.337316
0.40,029,004,12.366600,4.217700,0.341056
0.45,029,003,10.683600,3.229200,0.302258
0.50,029,003,9.318300,2.851900,0.306054
0.05,030,019,86.615200,75.878500,0.876041
0.10,030,017,48.593100,31.444600,0.647100
0.15,030,011,34.018100,16.883000,0.496295
0.20,030,008,25.840200,11.245400,0.435190
0.25,030,007,20.709900,8.017500,0.387134
0.30,030,005,17.113200,5.767500,0.337021
0.35,030,005,14.429200,4.923600,0.341225
0.40,030,004,12.366600,4.134500,0.334328
0.45,030,003,10.683600,3.236300,0.302922
0.50,030,003,9.318300,2.867800,0.307760
0.05,031,020,86.615200,75.307000,0.869443
0.10,031,018,48.593100,30.723300,0.632256
0.15,031,011,34.018100,16.452500,0.483640
0.20,031,008,25.840200,10.823400,0.418859
0.25,031,007,20.709900,7.750700,0.374251
0.30,031,005,17.113200,5.863400,0.342624
0.35,031,004,14.429200,4.816200,0.333781
0.40,031,004,12.366600,4.122000,0.333317
0.45,031,003,10.683600,3.196500,0.299197
0.50,031,003,9.318300,2.764600,0.296685
0.05,032,021,86.615200,73.672400,0.850571
0.10,032,018,48.593100,30.482400,0.627299
0.15,032,011,34.018100,16.198000,0.476158
0.20,032,009,25.840200,10.933100,0.423104
0.25,032,007,20.709900,7.665600,0.370142
0.30,032,005,17.113200,5.610000,0.327817
0.35,032,004,14.429200,4.737100,0.328300
0.40,032,004,12.366600,4.096700,0.331271
0.45,032,003,10.683600,3.172900,0.296988
0.50,032,003,9.318300,2.851200,0.305979
0.05,033,021,86.615200,73.751800,0.851488
0.10,033,019,48.593100,29.808600,0.613433
0.15,033,012,34.018100,15.858400,0.466175
0.20,033,009,25.840200,10.426300,0.403491
0.25,033,007,20.709900,7.476100,0.360992
0.30,033,005,17.113200,5.544500,0.323990
0.35,033,004,14.429200,4.830600,0.334779
0.40,033,004,12.366600,4.155500,0.336026
0.45,033,003,10.683600,3.156500,0.295453
0.50,033,003,9.318300,2.714900,0.291351
0.05,034,022,86.615200,72.692000,0.839252
0.10,034,020,48.593100,28.680000,0.590207
0.15,034,013,34.018100,15.550800,0.457133
0.20,034,009,25.840200,9.867200,0.381855
0.25,034,007,20.709900,7.280100,0.351528
0.30,034,005,17.113200,5.483300,0.320413
0.35,034,004,14.429200,4.636400,0.321321
0.40,034,004,12.366600,4.085800,0.330390
0.45,034,003,10.683600,3.155600,0.295369
0.50,034,003,9.318300,2.760500,0.296245
0.05,035,023,86.615200,71.728700,0.828131
0.10,035,020,48.593100,28.199500,0.580319
0.15,035,013,34.018100,15.452400,0.454241
0.20,035,009,25.840200,9.808600,0.379587
0.25,035,006,20.709900,7.478800,0.361122
0.30,035,005,17.113200,5.427900,0.317176
0.35,035,004,14.429200,4.481500,0.310585
0.40,035,003,12.366600,4.008800,0.324163
0.45,035,003,10.683600,3.119600,0.291999
0.50,035,003,9.318300,2.722500,0.292167
0.05,036,023,86.615200,71.625500,0.826939
0.10,036,020,48.593100,28.304500,0.582480
0.15,036,013,34.018100,15.455900,0.454343
0.20,036,009,25.840200,10.159600,0.393170
0.25,036,006,20.709900,7.411000,0.357848
0.30,036,005,17.113200,5.608100,0.327706
0.35,036,004,14.429200,4.561000,0.316095
0.40,036,003,12.366600,4.012600,0.324471
0.45,036,003,10.683600,3.121500,0.292177
0.50,036,003,9.318300,2.716000,0.291469
0.05,037,024,86.615200,70.368700,0.812429
0.10,037,020,48.593100,28.334200,0.583091
0.15,037,013,34.018100,15.338500,0.450892
0.20,037,008,25.840200,10.135400,0.392234
0.25,037,006,20.709900,7.299200,0.352450
0.30,037,005,17.113200,5.432700,0.317457
0.35,037,004,14.429200,4.613400,0.319727
0.40,037,003,12.366600,3.906400,0.315883
0.45,037,003,10.683600,3.077300,0.288040
0.50,037,003,9.318300,2.604600,0.279515
0.05,038,025,86.615200,69.867200,0.806639
0.10,038,022,48.593100,27.526700,0.566473
0.15,038,013,34.018100,15.051300,0.442450
0.20,038,008,25.840200,9.678700,0.374560
0.25,038,006,20.709900,7.162600,0.345854
0.30,038,005,17.113200,5.329600,0.311432
0.35,038,004,14.429200,4.421900,0.306455
0.40,038,003,12.366600,3.886800,0.314298
0.45,038,003,10.683600,3.110400,0.291138
0.50,038,037,9.318300,2.656700,0.285106
0.05,039,025,86.615200,68.529700,0.791197
0.10,039,015,48.593100,26.633300,0.548088
0.15,039,010,34.018100,14.738100,0.433243
0.20,039,008,25.840200,9.368300,0.362548
0.25,039,006,20.709900,6.963800,0.336255
0.30,039,005,17.113200,5.263600,0.307575
0.35,039,004,14.429200,4.412400,0.305797
0.40,039,003,12.366600,3.875300,0.313368
0.45,039,003,10.683600,3.067300,0.287104
0.50,039,003,9.318300,2.574500,0.276284
0.05,040,026,86.615200,68.359400,0.789231
0.10,040,015,48.593100,26.558100,0.546541
0.15,040,011,34.018100,14.497700,0.426176
0.20,040,008,25.840200,9.487400,0.367157
0.25,040,006,20.709900,6.975100,0.336800
0.30,040,005,17.113200,5.316400,0.310661
0.35,040,004,14.429200,4.403000,0.305145
0.40,040,003,12.366600,3.817300,0.308678
0.45,040,003,10.683600,3.067000,0.287076
0.50,040,003,9.318300,2.625500,0.281757
0.05,041,027,86.615200,66.668200,0.769706
0.10,041,015,48.593100,26.823800,0.552008
0.15,041,011,34.018100,13.582500,0.399273
0.20,041,007,25.840200,9.550600,0.369602
0.25,041,007,20.709900,7.113900,0.343502
0.30,041,005,17.113200,5.465900,0.319397
0.35,041,004,14.429200,4.462300,0.309255
0.40,041,003,12.366600,3.761600,0.304174
0.45,041,003,10.683600,3.050100,0.285494
0.50,041,003,9.318300,2.627500,0.281972
0.05,042,027,86.615200,66.556600,0.768417
0.10,042,016,48.593100,26.353200,0.542324
0.15,042,011,34.018100,13.554500,0.398450
0.20,042,009,25.840200,9.639000,0.373023
0.25,042,006,20.709900,6.961600,0.336148
0.30,042,005,17.113200,5.274600,0.308218
0.35,042,004,14.429200,4.344600,0.301098
0.40,042,003,12.366600,3.733700,0.301918
0.45,042,003,10.683600,3.039000,0.284455
0.50,042,003,9.318300,2.575100,0.276349
0.05,043,028,86.615200,65.375200,0.754777
0.10,043,016,48.593100,25.155100,0.517668
0.15,043,011,34.018100,13.370800,0.393050
0.20,043,007,25.840200,9.436500,0.365187
0.25,043,006,20.709900,6.724600,0.324705
0.30,043,005,17.113200,5.230700,0.305653
0.35,043,004,14.429200,4.286800,0.297092
0.40,043,003,12.366600,3.683000,0.297818
0.45,043,003,10.683600,3.003100,0.281094
0.50,043,003,9.318300,2.497900,0.268064
0.05,044,029,86.615200,65.332200,0.754281
0.10,044,017,48.593100,24.162100,0.497233
0.15,044,012,34.018100,14.135200,0.415520
0.20,044,007,25.840200,9.278800,0.359084
0.25,044,006,20.709900,6.717000,0.324338
0.30,044,005,17.113200,5.160200,0.301533
0.35,044,004,14.429200,4.273500,0.296170
0.40,044,003,12.366600,3.676600,0.297301
0.45,044,003,10.683600,3.044400,0.284960
0.50,044,003,9.318300,2.627400,0.281961
0.05,045,029,86.615200,64.970700,0.750107
0.10,045,017,48.593100,24.063200,0.495198
0.15,045,012,34.018100,13.954600,0.410211
0.20,045,008,25.840200,9.176700,0.355133
0.25,045,006,20.709900,6.765000,0.326655
0.30,045,005,17.113200,5.218800,0.304958
0.35,045,004,14.429200,4.394900,0.304584
0.40,045,003,12.366600,3.634200,0.293872
0.45,045,003,10.683600,2.974900,0.278455
0.50,045,003,9.318300,2.465300,0.264565
0.05,046,030,86.615200,63.580300,0.734055
0.10,046,017,48.593100,23.875200,0.491329
0.15,046,012,34.018100,13.603800,0.399899
0.20,046,008,25.840200,9.077100,0.351278
0.25,046,006,20.709900,6.662100,0.321687
0.30,046,005,17.113200,5.354000,0.312858
0.35,046,004,14.429200,4.262200,0.295387
0.40,046,003,12.366600,3.651300,0.295255
0.45,046,003,10.683600,2.993900,0.280233
0.50,046,003,9.318300,2.514500,0.269845
0.05,047,031,86.615200,62.602400,0.722765
0.10,047,017,48.593100,23.563400,0.484912
0.15,047,012,34.018100,13.443500,0.395187
0.20,047,007,25.840200,8.785200,0.339982
0.25,047,006,20.709900,6.835900,0.330079
0.30,047,005,17.113200,5.183000,0.302866
0.35,047,004,14.429200,4.232500,0.293329
0.40,047,003,12.366600,3.601300,0.291212
0.45,047,003,10.683600,2.979700,0.278904
0.50,047,003,9.318300,2.532100,0.271734
0.05,048,028,86.615200,62.609500,0.722847
0.10,048,017,48.593100,23.785600,0.489485
0.15,048,010,34.018100,13.181700,0.387491
0.20,048,007,25.840200,8.698900,0.336642
0.25,048,006,20.709900,6.716900,0.324333
0.30,048,005,17.113200,5.182300,0.302825
0.35,048,004,14.429200,4.240800,0.293904
0.40,048,003,12.366600,3.587400,0.290088
0.45,048,003,10.683600,2.980500,0.278979
0.50,048,003,9.318300,2.481200,0.266272
0.05,049,029,86.615200,61.431700,0.709248
0.10,049,019,48.593100,23.203700,0.477510
0.15,049,010,34.018100,13.055800,0.383790
0.20,049,007,25.840200,9.135500,0.353538
0.25,049,006,20.709900,6.606300,0.318992
0.30,049,005,17.113200,5.158100,0.301411
0.35,049,004,14.429200,4.334000,0.300363
0.40,049,003,12.366600,3.547500,0.286861
0.45,049,003,10.683600,2.924600,0.273747
0.50,049,003,9.318300,2.410000,0.258631
0.05,050,033,86.615200,61.034100,0.704658
0.10,050,019,48.593100,23.084000,0.475047
0.15,050,011,34.018100,13.142600,0.386341
0.20,050,007,25.840200,8.970000,0.347134
0.25,050,006,20.709900,6.523100,0.314975
0.30,050,005,17.113200,5.094600,0.297700
0.35,050,004,14.429200,4.206200,0.291506
0.40,050,003,12.366600,3.524900,0.285034
0.45,050,003,10.683600,2.979000,0.278839
0.50,050,003,9.318300,2.536500,0.272206
0.05,051,030,86.615200,60.110500,0.693995
0.10,051,018,48.593100,23.410900,0.481774
0.15,051,011,34.018100,12.961700,0.381024
0.20,051,007,25.840200,8.739100,0.338198
0.25,051,006,20.709900,6.450700,0.311479
0.30,051,005,17.113200,5.312400,0.310427
0.35,051,004,14.429200,4.201200,0.291160
0.40,051,003,12.366600,3.523600,0.284929
0.45,051,003,10.683600,2.909800,0.272361
0.50,051,003,9.318300,2.389200,0.256399
0.05,052,034,86.615200,60.065900,0.693480
0.10,052,018,48.593100,23.290600,0.479299
0.15,052,011,34.018100,12.750300,0.374809
0.20,052,007,25.840200,8.598400,0.332753
0.25,052,006,20.709900,6.467400,0.312285
0.30,052,005,17.113200,5.127900,0.299646
0.35,052,004,14.429200,4.176400,0.289441
0.40,052,003,12.366600,3.503200,0.283279
0.45,052,003,10.683600,2.936700,0.274879
0.50,052,003,9.318300,2.419900,0.259693
0.05,053,031,86.615200,58.510700,0.675525
0.10,053,020,48.593100,22.958700,0.472468
0.15,053,011,34.018100,12.283100,0.361075
0.20,053,007,25.840200,8.454800,0.327196
0.25,053,006,20.709900,6.772500,0.327018
0.30,053,005,17.113200,5.065200,0.295982
0.35,053,004,14.429200,4.296300,0.297750
0.40,053,003,12.366600,3.503300,0.283287
0.45,053,003,10.683600,2.933400,0.274570
0.50,053,003,9.318300,2.482700,0.266433
0.05,054,032,86.615200,57.544400,0.664368
0.10,054,020,48.593100,22.803500,0.469274
0.15,054,011,34.018100,12.213200,0.359021
0.20,054,007,25.840200,8.389300,0.324661
0.25,054,006,20.709900,6.552500,0.316395
0.30,054,005,17.113200,5.073800,0.296485
0.35,054,004,14.429200,4.182000,0.289829
0.40,054,003,12.366600,3.478900,0.281314
0.45,054,003,10.683600,2.914700,0.272820
0.50,054,003,9.318300,2.399100,0.257461
0.05,055,032,86.615200,57.559900,0.664547
0.10,055,015,48.593100,21.890400,0.450484
0.15,055,011,34.018100,12.946300,0.380571
0.20,055,007,25.840200,8.319000,0.321940
0.25,055,006,20.709900,6.393800,0.308732
0.30,055,005,17.113200,5.076700,0.296654
0.35,055,004,14.429200,4.145600,0.287306
0.40,055,003,12.366600,3.465700,0.280247
0.45,055,003,10.683600,2.877500,0.269338
0.50,055,003,9.318300,2.349100,0.252095
0.05,056,037,86.615200,56.928800,0.657261
0.10,056,015,48.593100,22.466100,0.462331
0.15,056,010,34.018100,12.783100,0.375773
0.20,056,008,25.840200,8.662700,0.335241
0.25,056,006,20.709900,6.413300,0.309673
0.30,056,005,17.113200,5.234000,0.305846
0.35,056,004,14.429200,4.144900,0.287258
0.40,056,003,12.366600,3.443600,0.278460
0.45,056,003,10.683600,2.931900,0.274430
0.50,056,003,9.318300,2.493500,0.267592
0.05,057,033,86.615200,56.479900,0.652078
0.10,057,015,48.593100,22.330700,0.459545
0.15,057,010,34.018100,12.555900,0.369095
0.20,057,007,25.840200,8.566600,0.331522
0.25,057,006,20.709900,6.380200,0.308075
0.30,057,005,17.113200,5.055900,0.295439
0.35,057,004,14.429200,4.270800,0.295983
0.40,057,003,12.366600,3.451600,0.279107
0.45,057,003,10.683600,2.845700,0.266362
0.50,057,003,9.318300,2.333300,0.250400
0.05,058,034,86.615200,55.931200,0.645743
0.10,058,015,48.593100,21.825300,0.449144
0.15,058,010,34.018100,12.320500,0.362175
0.20,058,007,25.840200,8.294500,0.320992
0.25,058,006,20.709900,6.356300,0.306921
0.30,058,005,17.113200,5.050600,0.295129
0.35,058,004,14.429200,4.141000,0.286987
0.40,058,003,12.366600,3.461100,0.279875
0.45,058,003,10.683600,2.876600,0.269254
0.50,058,003,9.318300,2.356700,0.252911
0.05,059,035,86.615200,55.414400,0.639777
0.10,059,015,48.593100,21.307100,0.438480
0.15,059,010,34.018100,12.002000,0.352812
0.20,059,007,25.840200,8.174000,0.316329
0.25,059,005,20.709900,6.423500,0.310166
0.30,059,005,17.113200,4.992900,0.291757
0.35,059,004,14.429200,4.157000,0.288096
0.40,059,003,12.366600,3.447700,0.278791
0.45,059,003,10.683600,2.892700,0.270761
0.50,059,003,9.318300,2.452400,0.263181
0.05,060,036,86.615200,55.212800,0.637449
0.10,060,016,48.593100,21.264700,0.437607
0.15,060,010,34.018100,12.061800,0.354570
0.20,060,007,25.840200,8.122600,0.314340
0.25,060,005,20.709900,6.440400,0.310982
0.30,060,005,17.113200,5.012000,0.292873
0.35,060,004,14.429200,4.133200,0.286447
0.40,060,003,12.366600,3.396100,0.274619
0.45,060,003,10.683600,2.857800,0.267494
0.50,060,003,9.318300,2.344500,0.251602
0.05,061,036,86.615200,53.982800,0.623249
0.10,061,016,48.593100,20.900200,0.430106
0.15,061,011,34.018100,12.190800,0.358362
0.20,061,007,25.840200,8.148900,0.315357
0.25,061,006,20.709900,6.341400,0.306201
0.30,061,005,17.113200,5.215200,0.304747
0.35,061,004,14.429200,4.225900,0.292871
0.40,061,003,12.366600,3.367000,0.272266
0.45,061,003,10.683600,2.815800,0.263563
0.50,061,003,9.318300,2.304800,0.247341
0.05,062,036,86.615200,53.968200,0.623080
0.10,062,017,48.593100,20.496300,0.421794
0.15,062,011,34.018100,11.924200,0.350525
0.20,062,007,25.840200,8.122500,0.314336
0.25,062,006,20.709900,6.309400,0.304656
0.30,062,005,17.113200,4.986700,0.291395
0.35,062,004,14.429200,4.127400,0.286045
