p,w,s,base,best,gain
0.20,016,009,3.987589,2.599620,0.651928
0.25,016,006,2.989625,1.892871,0.633146
0.30,016,006,2.325726,1.449445,0.623223
0.35,016,009,1.853392,1.142810,0.616605
0.40,016,009,1.497941,0.917151,0.612275
0.45,016,009,1.220545,0.748070,0.612898
0.50,016,009,0.998873,0.619137,0.619836
0.05,017,011,18.511019,16.555171,0.894341
0.10,017,011,8.901046,6.644471,0.746482
0.15,017,009,5.644494,3.818718,0.676539
0.20,017,009,3.987589,2.562270,0.642561
0.25,017,006,2.989625,1.861150,0.622536
0.30,017,009,2.325726,1.428274,0.614119
0.35,017,009,1.853392,1.118846,0.603675
0.40,017,009,1.497941,0.898854,0.600060
0.45,017,010,1.220545,0.735559,0.602648
0.50,017,010,0.998873,0.607908,0.608594
0.05,018,009,18.511019,16.519769,0.892429
0.10,018,011,8.901046,6.634200,0.745328
0.15,018,010,5.644494,3.765845,0.667171
0.20,018,010,3.987589,2.537910,0.636452
0.25,018,005,2.989625,1.858570,0.621673
0.30,018,005,2.325726,1.425571,0.612958
0.35,018,010,1.853392,1.125524,0.607278
0.40,018,010,1.497941,0.904811,0.604036
0.45,018,011,1.220545,0.737482,0.604223
0.50,018,011,0.998873,0.610026,0.610715
0.05,019,012,18.511019,16.333711,0.882378
0.10,019,011,8.901046,6.483267,0.728371
0.15,019,011,5.644494,3.709235,0.657142
0.20,019,007,3.987589,2.474413,0.620529
0.25,019,010,2.989625,1.818014,0.608108
0.30,019,010,2.325726,1.401197,0.602477
0.35,019,010,1.853392,1.109690,0.598735
0.40,019,010,1.497941,0.893957,0.596790
0.45,019,014,1.220545,0.727336,0.595911
0.50,019,014,0.998873,0.600144,0.600822
0.05,020,013,18.511019,16.018974,0.865375
0.10,020,013,8.901046,6.418817,0.721131
0.15,020,011,5.644494,3.668027,0.649842
0.20,020,007,3.987589,2.450020,0.614411
0.25,020,005,2.989625,1.808305,0.604860
0.30,020,007,2.325726,1.403798,0.603596
0.35,020,010,1.853392,1.105089,0.596252
0.40,020,010,1.497941,0.888867,0.593393
0.45,020,013,1.220545,0.726435,0.595172
0.50,020,013,0.998873,0.601602,0.602281
0.05,021,013,18.511019,15.886191,0.858202
0.10,021,013,8.901046,6.359171,0.714430
0.15,021,011,5.644494,3.644021,0.645589
0.20,021,011,3.987589,2.476003,0.620927
0.25,021,005,2.989625,1.817066,0.607791
0.30,021,011,2.325726,1.393830,0.599310
0.35,021,011,1.853392,1.101735,0.594442
0.40,021,011,1.497941,0.885729,0.591298
0.45,021,016,1.220545,0.720024,0.589920
0.50,021,016,0.998873,0.594785,0.595456
0.05,022,014,18.511019,15.748481,0.850763
0.10,022,013,8.901046,6.253284,0.702534
0.15,022,012,5.644494,3.630587,0.643209
0.20,022,008,3.987589,2.447449,0.613767
0.25,022,006,2.989625,1.806069,0.604112
0.30,022,012,2.325726,1.390332,0.597805
0.35,022,015,1.853392,1.097035,0.591907
0.40,022,015,1.497941,0.880531,0.587828
0.45,022,015,1.220545,0.717857,0.588144
0.50,022,015,0.998873,0.594350,0.595021
0.05,023,015,18.511019,15.457183,0.835026
0.10,023,013,8.901046,6.161065,0.692173
0.15,023,008,5.644494,3.568066,0.632132
0.20,023,008,3.987589,2.403449,0.602732
0.25,023,012,2.989625,1.769967,0.592037
0.30,023,012,2.325726,1.358710,0.584209
0.35,023,012,1.853392,1.075438,0.580254
0.40,023,012,1.497941,0.869482,0.580451
0.45,023,016,1.220545,0.710262,0.581922
0.50,023,016,0.998873,0.587520,0.588183
0.05,024,015,18.511019,15.390734,0.831436
0.10,024,014,8.901046,6.087207,0.683875
0.15,024,009,5.644494,3.524481,0.624411
0.20,024,013,3.987589,2.423205,0.607687
0.25,024,005,2.989625,1.772075,0.592742
0.30,024,013,2.325726,1.368643,0.588480
0.35,024,013,1.853392,1.082518,0.584074
0.40,024,013,1.497941,0.872147,0.582231
0.45,024,013,1.220545,0.712936,0.584112
0.50,024,015,0.998873,0.590551,0.591218
0.05,025,016,18.511019,15.200138,0.821140
0.10,025,014,8.901046,6.060211,0.680843
0.15,025,009,5.644494,3.512106,0.622218
0.20,025,007,3.987589,2.417209,0.606183
0.25,025,005,2.989625,1.769772,0.591971
0.30,025,013,2.325726,1.367378,0.587936
0.35,025,015,1.853392,1.078307,0.581802
0.40,025,015,1.497941,0.866979,0.578780
0.45,025,015,1.220545,0.708057,0.580115
0.50,025,018,0.998873,0.585613,0.586274
0.05,026,017,18.511019,14.967152,0.808554
0.10,026,015,8.901046,6.019984,0.676323
0.15,026,009,5.644494,3.474170,0.615497
0.20,026,007,3.987589,2.394398,0.600463
0.25,026,005,2.989625,1.760228,0.588779
0.30,026,012,2.325726,1.356176,0.583120
0.35,026,012,1.853392,1.069224,0.576901
0.40,026,012,1.497941,0.863248,0.576290
0.45,026,019,1.220545,0.707192,0.579407
0.50,026,019,0.998873,0.585794,0.586455
0.05,027,017,18.511019,14.881833,0.803945
0.10,027,015,8.901046,5.958441,0.669409
0.15,027,010,5.644494,3.469520,0.614673
0.20,027,007,3.987589,2.362982,0.592584
0.25,027,012,2.989625,1.753393,0.586493
0.30,027,012,2.325726,1.347502,0.579390
0.35,027,012,1.853392,1.069909,0.577271
0.40,027,022,1.497941,0.863114,0.576200
0.45,027,012,1.220545,0.703403,0.576302
0.50,027,018,0.998873,0.581068,0.581723
0.05,028,018,18.511019,14.725811,0.795516
0.10,028,016,8.901046,5.919526,0.665037
0.15,028,010,5.644494,3.444588,0.610256
0.20,028,007,3.987589,2.378441,0.596461
0.25,028,005,2.989625,1.752959,0.586347
0.30,028,012,2.325726,1.350452,0.580658
0.35,028,018,1.853392,1.067332,0.575881
0.40,028,018,1.497941,0.859496,0.573785
0.45,028,027,1.220545,0.701541,0.574777
0.50,028,027,0.998873,0.579770,0.580424
0.05,029,019,18.511019,14.477222,0.782087
0.10,029,017,8.901046,5.843161,0.656458
0.15,029,010,5.644494,3.414737,0.604968
0.20,029,010,3.987589,2.349816,0.589283
0.25,029,005,2.989625,1.738255,0.581429
0.30,029,015,2.325726,1.341853,0.576961
0.35,029,019,1.853392,1.061050,0.572491
0.40,029,019,1.497941,0.855102,0.570852
0.45,029,022,1.220545,0.698306,0.572126
0.50,029,022,0.998873,0.577218,0.577869
0.05,030,019,18.511019,14.438392,0.779989
0.10,030,017,8.901046,5.821519,0.654026
0.15,030,011,5.644494,3.432810,0.608170
0.20,030,008,3.987589,2.362270,0.592406
0.25,030,005,2.989625,1.738281,0.581438
0.30,030,019,2.325726,1.339292,0.575860
0.35,030,019,1.853392,1.060003,0.571926
0.40,030,019,1.497941,0.854752,0.570618
0.45,030,019,1.220545,0.697566,0.571520
0.50,030,019,0.998873,0.577658,0.578310
0.05,031,020,18.511019,14.337561,0.774542
0.10,031,017,8.901046,5.766950,0.647896
0.15,031,011,5.644494,3.397256,0.601871
0.20,031,008,3.987589,2.350523,0.589460
0.25,031,016,2.989625,1.731900,0.579303
0.30,031,017,2.325726,1.333131,0.573211
0.35,031,017,1.853392,1.057073,0.570345
0.40,031,021,1.497941,0.852955,0.569419
0.45,031,022,1.220545,0.695077,0.569481
0.50,031,022,0.998873,0.574004,0.574652
0.05,032,021,18.511019,14.127492,0.763194
0.10,032,018,8.901046,5.788532,0.650320
0.15,032,011,5.644494,3.385097,0.599717
0.20,032,014,3.987589,2.349163,0.589119
0.25,032,005,2.989625,1.730708,0.578905
0.30,032,021,2.325726,1.327575,0.570822
0.35,032,021,1.853392,1.049521,0.566270
0.40,032,021,1.497941,0.847781,0.565964
0.45,032,021,1.220545,0.693235,0.567971
0.50,032,021,0.998873,0.574305,0.574953
0.05,033,021,18.511019,14.077092,0.760471
0.10,033,012,8.901046,5.714713,0.642027
0.15,033,009,5.644494,3.389535,0.600503
0.20,033,014,3.987589,2.337845,0.586280
0.25,033,005,2.989625,1.726550,0.577514
0.30,033,023,2.325726,1.329658,0.571718
0.35,033,023,1.853392,1.050882,0.567005
0.40,033,023,1.497941,0.848099,0.566176
0.45,033,026,1.220545,0.692793,0.567609
0.50,033,014,0.998873,0.572540,0.573186
0.05,034,022,18.511019,13.999997,0.756306
0.10,034,013,8.901046,5.617408,0.631095
0.15,034,009,5.644494,3.349662,0.593439
0.20,034,007,3.987589,2.321894,0.582280
0.25,034,021,2.989625,1.712906,0.572950
0.30,034,023,2.325726,1.319448,0.567327
0.35,034,023,1.853392,1.046686,0.564741
0.40,034,023,1.497941,0.845299,0.564307
0.45,034,023,1.220545,0.689806,0.565162
0.50,034,023,0.998873,0.570832,0.571476
0.05,035,023,18.511019,13.871041,0.749340
0.10,035,013,8.901046,5.610862,0.630360
0.15,035,009,5.644494,3.328539,0.589697
0.20,035,018,3.987589,2.308263,0.578862
0.25,035,016,2.989625,1.703683,0.569865
0.30,035,024,2.325726,1.313622,0.564822
0.35,035,024,1.853392,1.042895,0.562695
0.40,035,024,1.497941,0.843721,0.563254
0.45,035,024,1.220545,0.688685,0.564244
0.50,035,024,0.998873,0.569797,0.570440
0.05,036,021,18.511019,13.864273,0.748974
0.10,036,013,8.901046,5.571266,0.625911
0.15,036,009,5.644494,3.341907,0.592065
0.20,036,006,3.987589,2.319326,0.581636
0.25,036,016,2.989625,1.711878,0.572606
0.30,036,026,2.325726,1.317714,0.566582
0.35,036,026,1.853392,1.045832,0.564280
0.40,036,026,1.497941,0.844648,0.563873
0.45,036,031,1.220545,0.690439,0.565681
0.50,036,031,0.998873,0.570849,0.571494
0.05,037,024,18.511019,13.716628,0.740998
0.10,037,013,8.901046,5.560176,0.624665
0.15,037,013,5.644494,3.347448,0.593047
0.20,037,006,3.987589,2.313074,0.580068
0.25,037,026,2.989625,1.708818,0.571583
0.30,037,026,2.325726,1.312045,0.564144
0.35,037,026,1.853392,1.039733,0.560989
0.40,037,026,1.497941,0.840518,0.561116
0.45,037,024,1.220545,0.685569,0.561691
0.50,037,026,0.998873,0.566520,0.567159
0.05,038,024,18.511019,13.647978,0.737289
0.10,038,013,8.901046,5.528460,0.621102
0.15,038,010,5.644494,3.330578,0.590058
0.20,038,020,3.987589,2.289941,0.574267
0.25,038,020,2.989625,1.691608,0.565826
0.30,038,024,2.325726,1.304069,0.560715
0.35,038,024,1.853392,1.034999,0.558435
0.40,038,024,1.497941,0.838497,0.559766
0.45,038,037,1.220545,0.684654,0.560941
0.50,038,037,0.998873,0.566067,0.566706
0.05,039,023,18.511019,13.493837,0.728962
0.10,039,014,8.901046,5.501906,0.618119
0.15,039,010,5.644494,3.311676,0.586709
0.20,039,020,3.987589,2.269737,0.569200
0.25,039,020,2.989625,1.675141,0.560318
0.30,039,020,2.325726,1.299811,0.558884
0.35,039,032,1.853392,1.036856,0.559437
0.40,039,032,1.497941,0.838007,0.559440
0.45,039,032,1.220545,0.683617,0.560091
0.50,039,020,0.998873,0.564417,0.565054
0.05,040,024,18.511019,13.454519,0.726838
0.10,040,015,8.901046,5.473935,0.614977
0.15,040,010,5.644494,3.316132,0.587499
0.20,040,018,3.987589,2.290593,0.574431
0.25,040,020,2.989625,1.693264,0.566380
0.30,040,030,2.325726,1.304988,0.561110
0.35,040,024,1.853392,1.034678,0.558262
0.40,040,024,1.497941,0.836642,0.558528
0.45,040,024,1.220545,0.683254,0.559794
0.50,040,024,0.998873,0.565418,0.566056
0.05,041,027,18.511019,13.376788,0.722639
0.10,041,014,8.901046,5.462794,0.613725
0.15,041,014,5.644494,3.289998,0.582869
0.20,041,018,3.987589,2.278836,0.571482
0.25,041,018,2.989625,1.694178,0.566686
0.30,041,033,2.325726,1.306150,0.561610
0.35,041,033,1.853392,1.034754,0.558303
0.40,041,033,1.497941,0.837103,0.558836
0.45,041,028,1.220545,0.683800,0.560241
0.50,041,028,0.998873,0.564845,0.565482
0.05,042,025,18.511019,13.223885,0.714379
0.10,042,015,8.901046,5.456963,0.613070
0.15,042,022,5.644494,3.307043,0.585888
0.20,042,019,3.987589,2.284475,0.572896
0.25,042,029,2.989625,1.684867,0.563571
0.30,042,029,2.325726,1.298422,0.558287
0.35,042,029,1.853392,1.033199,0.557464
0.40,042,029,1.497941,0.835948,0.558065
0.45,042,029,1.220545,0.682015,0.558779
0.50,042,029,0.998873,0.563246,0.563881
0.05,043,025,18.511019,13.127009,0.709146
0.10,043,015,8.901046,5.450864,0.612385
0.15,043,009,5.644494,3.287340,0.582398
0.20,043,006,3.987589,2.278869,0.571490
0.25,043,029,2.989625,1.676418,0.560745
0.30,043,029,2.325726,1.292182,0.555604
0.35,043,029,1.853392,1.027840,0.554572
0.40,043,029,1.497941,0.832946,0.556061
0.45,043,029,1.220545,0.680326,0.557395
0.50,043,028,0.998873,0.561905,0.562540
0.05,044,025,18.511019,13.061697,0.705617
0.10,044,015,8.901046,5.407405,0.607502
0.15,044,009,5.644494,3.270939,0.579492
0.20,044,006,3.987589,2.272757,0.569958
0.25,044,025,2.989625,1.675341,0.560385
0.30,044,025,2.325726,1.294912,0.556778
0.35,044,034,1.853392,1.029439,0.555435
0.40,044,034,1.497941,0.833636,0.556521
0.45,044,018,1.220545,0.682220,0.558946
0.50,044,018,0.998873,0.563459,0.564094
0.05,045,026,18.511019,13.015189,0.703105
0.10,045,016,8.901046,5.419051,0.608811
0.15,045,009,5.644494,3.276493,0.580476
0.20,045,018,3.987589,2.269559,0.569156
0.25,045,028,2.989625,1.675846,0.560554
0.30,045,028,2.325726,1.291842,0.555458
0.35,045,034,1.853392,1.026736,0.553977
0.40,045,034,1.497941,0.831700,0.555229
0.45,045,034,1.220545,0.678358,0.555783
0.50,045,028,0.998873,0.559949,0.560580
0.05,046,027,18.511019,12.869440,0.695231
0.10,046,016,8.901046,5.385138,0.605001
0.15,046,009,5.644494,3.272743,0.579812
0.20,046,018,3.987589,2.260594,0.566907
0.25,046,028,2.989625,1.672009,0.559270
0.30,046,028,2.325726,1.290251,0.554774
0.35,046,028,1.853392,1.027781,0.554541
0.40,046,028,1.497941,0.832960,0.556070
0.45,046,028,1.220545,0.679118,0.556405
0.50,046,028,0.998873,0.560767,0.561399
0.05,047,027,18.511019,12.844409,0.693879
0.10,047,017,8.901046,5.350370,0.601095
0.15,047,025,5.644494,3.249646,0.575720
0.20,047,025,3.987589,2.249120,0.564030
0.25,047,028,2.989625,1.660723,0.555495
0.30,047,028,2.325726,1.281980,0.551217
0.35,047,028,1.853392,1.021443,0.551121
0.40,047,028,1.497941,0.829015,0.553437
0.45,047,034,1.220545,0.675898,0.553767
0.50,047,028,0.998873,0.557584,0.558214
0.05,048,027,18.511019,12.730848,0.687744
0.10,048,013,8.901046,5.326478,0.598410
0.15,048,025,5.644494,3.224130,0.571199
0.20,048,025,3.987589,2.231603,0.559637
0.25,048,025,2.989625,1.657203,0.554318
0.30,048,028,2.325726,1.283049,0.551677
0.35,048,034,1.853392,1.019768,0.550217
0.40,048,034,1.497941,0.827489,0.552418
0.45,048,034,1.220545,0.676140,0.553965
0.50,048,028,0.998873,0.558575,0.559206
0.05,049,029,18.511019,12.759951,0.689316
0.10,049,013,8.901046,5.330443,0.598856
0.15,049,025,5.644494,3.242911,0.574526
0.20,049,025,3.987589,2.228045,0.558745
0.25,049,025,2.989625,1.654773,0.553505
0.30,049,038,2.325726,1.282197,0.551310
0.35,049,038,1.853392,1.020922,0.550840
0.40,049,038,1.497941,0.827787,0.552616
0.45,049,038,1.220545,0.675507,0.553446
0.50,049,038,0.998873,0.557287,0.557916
0.05,050,027,18.511019,12.736030,0.688024
0.10,050,013,8.901046,5.305815,0.596089
0.15,050,022,5.644494,3.248446,0.575507
0.20,050,025,3.987589,2.245549,0.563135
0.25,050,025,2.989625,1.657057,0.554269
0.30,050,025,2.325726,1.279315,0.550071
0.35,050,025,1.853392,1.020907,0.550832
0.40,050,025,1.497941,0.828760,0.553266
0.45,050,025,1.220545,0.675711,0.553614
0.50,050,025,0.998873,0.556953,0.557582
0.05,051,030,18.511019,12.635510,0.682594
0.10,051,013,8.901046,5.283904,0.593627
0.15,051,027,5.644494,3.235447,0.573204
0.20,051,027,3.987589,2.244183,0.562792
0.25,051,021,2.989625,1.660828,0.555531
0.30,051,022,2.325726,1.284134,0.552143
0.35,051,041,1.853392,1.021926,0.551381
0.40,051,035,1.497941,0.828851,0.553327
0.45,051,035,1.220545,0.675845,0.553724
0.50,051,022,0.998873,0.556546,0.557174
0.05,052,030,18.511019,12.609077,0.681166
0.10,052,027,8.901046,5.303064,0.595780
0.15,052,027,5.644494,3.213036,0.569234
0.20,052,027,3.987589,2.228907,0.558961
0.25,052,035,2.989625,1.654119,0.553286
0.30,052,035,2.325726,1.278173,0.549580
0.35,052,035,1.853392,1.018379,0.549468
0.40,052,035,1.497941,0.826905,0.552028
0.45,052,035,1.220545,0.674520,0.552638
0.50,052,035,0.998873,0.556181,0.556809
0.05,053,031,18.511019,12.520037,0.676356
0.10,053,014,8.901046,5.291396,0.594469
0.15,053,027,5.644494,3.195918,0.566201
0.20,053,027,3.987589,2.220932,0.556961
0.25,053,027,2.989625,1.649320,0.551681
0.30,053,027,2.325726,1.274088,0.547824
0.35,053,027,1.853392,1.016922,0.548681
0.40,053,043,1.497941,0.825211,0.550897
0.45,053,027,1.220545,0.674073,0.552272
0.50,053,022,0.998873,0.554608,0.555234
0.05,054,030,18.511019,12.447490,0.672437
0.10,054,022,8.901046,5.271141,0.592193
0.15,054,016,5.644494,3.216103,0.569777
0.20,054,035,3.987589,2.218219,0.556281
0.25,054,035,2.989625,1.642205,0.549301
0.30,054,035,2.325726,1.272421,0.547107
0.35,054,043,1.853392,1.013548,0.546861
0.40,054,043,1.497941,0.823158,0.549527
0.45,054,043,1.220545,0.671870,0.550467
0.50,054,043,0.998873,0.554102,0.554728
0.05,055,032,18.511019,12.453671,0.672771
0.10,055,014,8.901046,5.242002,0.588920
0.15,055,016,5.644494,3.212639,0.569163
0.20,055,021,3.987589,2.218832,0.556435
0.25,055,041,2.989625,1.645528,0.550413
0.30,055,041,2.325726,1.271463,0.546695
0.35,055,045,1.853392,1.013552,0.546863
0.40,055,045,1.497941,0.822755,0.549257
0.45,055,027,1.220545,0.671396,0.550079
0.50,055,027,0.998873,0.553467,0.554092
0.05,056,032,18.511019,12.375611,0.668554
0.10,056,016,8.901046,5.280620,0.593258
0.15,056,008,5.644494,3.217031,0.569941
0.20,056,041,3.987589,2.223380,0.557575
0.25,056,041,2.989625,1.643571,0.549758
0.30,056,041,2.325726,1.272399,0.547098
0.35,056,036,1.853392,1.015932,0.548147
0.40,056,041,1.497941,0.824598,0.550488
0.45,056,041,1.220545,0.671644,0.550282
0.50,056,041,0.998873,0.553223,0.553847
0.05,057,031,18.511019,12.331636,0.666178
0.10,057,020,8.901046,5.243973,0.589141
0.15,057,026,5.644494,3.209736,0.568649
0.20,057,041,3.987589,2.219257,0.556541
0.25,057,041,2.989625,1.644132,0.549946
0.30,057,041,2.325726,1.271140,0.546556
0.35,057,041,1.853392,1.012308,0.546192
0.40,057,041,1.497941,0.821973,0.548735
0.45,057,041,1.220545,0.670580,0.549410
0.50,057,041,0.998873,0.553360,0.553984
0.05,058,031,18.511019,12.277337,0.663245
0.10,058,020,8.901046,5.231242,0.587711
0.15,058,030,5.644494,3.195363,0.566103
0.20,058,036,3.987589,2.214815,0.555427
0.25,058,036,2.989625,1.640517,0.548737
0.30,058,047,2.325726,1.269375,0.545797
0.35,058,047,1.853392,1.011874,0.545958
0.40,058,047,1.497941,0.822680,0.549207
0.45,058,047,1.220545,0.671779,0.550393
0.50,058,047,0.998873,0.553591,0.554215
0.05,059,033,18.511019,12.240259,0.661242
0.10,059,020,8.901046,5.196919,0.583855
0.15,059,020,5.644494,3.183154,0.563940
0.20,059,036,3.987589,2.202466,0.552330
0.25,059,036,2.989625,1.634121,0.546597
0.30,059,036,2.325726,1.266502,0.544562
0.35,059,039,1.853392,1.012464,0.546276
0.40,059,052,1.497941,0.823293,0.549617
0.45,059,047,1.220545,0.671300,0.550000
0.50,059,024,0.998873,0.551906,0.552529
0.05,060,032,18.511019,12.212665,0.659751
0.10,060,031,8.901046,5.225525,0.587069
0.15,060,031,5.644494,3.178796,0.563168
0.20,060,036,3.987589,2.206186,0.553263
0.25,060,047,2.989625,1.635100,0.546925
0.30,060,047,2.325726,1.265042,0.543934
0.35,060,047,1.853392,1.009142,0.544484
0.40,060,047,1.497941,0.819777,0.547269
0.45,060,047,1.220545,0.669142,0.548232
0.50,060,047,0.998873,0.551059,0.551680
0.05,061,031,18.511019,12.190089,0.658531
0.10,061,032,8.901046,5.227114,0.587247
0.15,061,031,5.644494,3.182914,0.563897
0.20,061,039,3.987589,2.201747,0.552150
0.25,061,039,2.989625,1.633376,0.546348
0.30,061,039,2.325726,1.263899,0.543443
0.35,061,036,1.853392,1.010673,0.545310
0.40,061,036,1.497941,0.822022,0.548768
0.45,061,036,1.220545,0.669760,0.548738
0.50,061,036,0.998873,0.550429,0.551050
0.05,062,033,18.511019,12.167244,0.657297
0.10,062,013,8.901046,5.184203,0.582426
0.15,062,032,5.644494,3.166968,0.561072
0.20,062,039,3.987589,2.197141,0.550995
0.25,062,039,2.989625,1.629504,0.545053
0.30,062,039,2.325726,1.260700,0.542067
0.35,062,039,1.853392,1.006493,0.543054
