p,w,s,base,best,gain
0.50,018,003,7.567430,2.931080,0.387328
0.05,019,012,63.555320,59.324600,0.933432
0.10,019,012,37.287710,29.151520,0.781800
0.15,019,011,26.476130,16.898730,0.638263
0.20,019,007,20.422620,11.166620,0.546777
0.25,019,007,16.528360,7.813770,0.472749
0.30,019,005,13.752030,6.026630,0.438236
0.35,019,005,11.649330,4.884690,0.419311
0.40,019,005,10.003070,4.261360,0.426005
0.45,019,003,8.680770,3.438490,0.396104
0.50,019,003,7.567430,2.846430,0.376142
0.05,020,013,63.555320,58.656200,0.922916
0.10,020,013,37.287710,28.227080,0.757008
0.15,020,012,26.476130,16.659940,0.629244
0.20,020,007,20.422620,10.980290,0.537653
0.25,020,007,16.528360,7.829760,0.473717
0.30,020,005,13.752030,6.037620,0.439035
0.35,020,005,11.649330,4.855060,0.416767
0.40,020,005,10.003070,4.235940,0.423464
0.45,020,003,8.680770,3.334720,0.384150
0.50,020,003,7.567430,2.802160,0.370292
0.05,021,013,63.555320,58.437470,0.919474
0.10,021,013,37.287710,27.845250,0.746768
0.15,021,012,26.476130,16.207070,0.612139
0.20,021,011,20.422620,11.200120,0.548417
0.25,021,007,16.528360,8.468660,0.512371
0.30,021,005,13.752030,6.263980,0.455495
0.35,021,005,11.649330,5.058070,0.434194
0.40,021,004,10.003070,4.324290,0.432296
0.45,021,003,8.680770,3.276610,0.377456
0.50,021,003,7.567430,2.698930,0.356651
0.05,022,014,63.555320,57.811030,0.909617
0.10,022,014,37.287710,27.378340,0.734246
0.15,022,012,26.476130,15.993470,0.604071
0.20,022,008,20.422620,10.792300,0.528448
0.25,022,006,16.528360,7.958290,0.481493
0.30,022,005,13.752030,6.011590,0.437142
0.35,022,005,11.649330,4.871820,0.418206
0.40,022,004,10.003070,4.201960,0.420067
0.45,022,003,8.680770,3.309350,0.381228
0.50,022,003,7.567430,2.802720,0.370366
0.05,023,015,63.555320,57.002840,0.896901
0.10,023,015,37.287710,26.283050,0.704872
0.15,023,013,26.476130,15.363960,0.580295
0.20,023,008,20.422620,10.229020,0.500867
0.25,023,006,16.528360,7.462130,0.451474
0.30,023,005,13.752030,5.666600,0.412056
0.35,023,005,11.649330,4.664830,0.400438
0.40,023,004,10.003070,4.108800,0.410754
0.45,023,003,8.680770,3.146730,0.362494
0.50,023,003,7.567430,2.614290,0.345466
0.05,024,015,63.555320,57.030460,0.897336
0.10,024,014,37.287710,26.081750,0.699473
0.15,024,009,26.476130,15.376740,0.580777
0.20,024,009,20.422620,10.196830,0.499291
0.25,024,007,16.528360,7.571150,0.458070
0.30,024,005,13.752030,5.590730,0.406539
0.35,024,005,11.649330,4.692440,0.402808
0.40,024,005,10.003070,4.129590,0.412832
0.45,024,003,8.680770,3.184580,0.366855
0.50,024,003,7.567430,2.666520,0.352368
0.05,025,016,63.555320,55.917010,0.879816
0.10,025,015,37.287710,25.422690,0.681798
0.15,025,013,26.476130,15.040570,0.568080
0.20,025,009,20.422620,10.080340,0.493587
0.25,025,007,16.528360,7.487070,0.452983
0.30,025,005,13.752030,5.625700,0.409081
0.35,025,005,11.649330,4.665490,0.400494
0.40,025,005,10.003070,4.088330,0.408708
0.45,025,003,8.680770,3.137150,0.361391
0.50,025,003,7.567430,2.647140,0.349807
0.05,026,017,63.555320,54.956450,0.864703
0.10,026,015,37.287710,24.894780,0.667640
0.15,026,009,26.476130,14.741040,0.556767
0.20,026,009,20.422620,9.866240,0.483104
0.25,026,007,16.528360,7.309800,0.442258
0.30,026,005,13.752030,5.683810,0.413307
0.35,026,004,11.649330,4.664600,0.400418
0.40,026,003,10.003070,4.013360,0.401213
0.45,026,003,8.680770,3.084550,0.355331
0.50,026,003,7.567430,2.599210,0.343473
0.05,027,017,63.555320,54.856610,0.863132
0.10,027,016,37.287710,24.455520,0.655860
0.15,027,010,26.476130,14.423960,0.544791
0.20,027,007,20.422620,9.390770,0.459822
0.25,027,007,16.528360,7.068240,0.427643
0.30,027,005,13.752030,5.516400,0.401134
0.35,027,004,11.649330,4.585710,0.393646
0.40,027,003,10.003070,3.982620,0.398140
0.45,027,003,8.680770,3.035230,0.349650
0.50,027,003,7.567430,2.511430,0.331874
0.05,028,018,63.555320,53.908260,0.848210
0.10,028,016,37.287710,23.935450,0.641913
0.15,028,010,26.476130,13.981760,0.528089
0.20,028,008,20.422620,9.882850,0.483917
0.25,028,006,16.528360,7.183620,0.434624
0.30,028,005,13.752030,5.411320,0.393492
0.35,028,005,11.649330,4.565340,0.391897
0.40,028,027,10.003070,3.952800,0.395159
0.45,028,003,8.680770,3.098310,0.356916
0.50,028,003,7.567430,2.636070,0.348344
0.05,029,019,63.555320,53.122970,0.835854
0.10,029,015,37.287710,23.889680,0.640685
0.15,029,011,26.476130,13.723820,0.518347
0.20,029,010,20.422620,9.658220,0.472918
0.25,029,006,16.528360,6.943870,0.420119
0.30,029,005,13.752030,5.270690,0.383266
0.35,029,005,11.649330,4.471180,0.383814
0.40,029,027,10.003070,3.820670,0.381950
0.45,029,003,8.680770,2.960770,0.341072
0.50,029,003,7.567430,2.465510,0.325805
0.05,030,019,63.555320,52.872700,0.831916
0.10,030,018,37.287710,23.546720,0.631487
0.15,030,011,26.476130,13.555160,0.511977
0.20,030,008,20.422620,9.610830,0.470597
0.25,030,006,16.528360,7.009760,0.424105
0.30,030,005,13.752030,5.315200,0.386503
0.35,030,005,11.649330,4.511570,0.387282
0.40,030,003,10.003070,3.860360,0.385918
0.45,030,003,8.680770,2.995950,0.345125
0.50,030,003,7.567430,2.502810,0.330734
0.05,031,020,63.555320,52.237540,0.821922
0.10,031,019,37.287710,23.504670,0.630360
0.15,031,011,26.476130,13.306870,0.502599
0.20,031,008,20.422620,9.333040,0.456995
0.25,031,007,16.528360,7.045540,0.426270
0.30,031,005,13.752030,5.486980,0.398994
0.35,031,004,11.649330,4.429630,0.380248
0.40,031,003,10.003070,3.838810,0.383763
0.45,031,003,8.680770,2.992750,0.344756
0.50,031,003,7.567430,2.537570,0.335328
0.05,032,021,63.555320,51.602330,0.811928
0.10,032,019,37.287710,22.904780,0.614272
0.15,032,011,26.476130,13.084200,0.494189
0.20,032,008,20.422620,9.380430,0.459316
0.25,032,007,16.528360,6.993230,0.423105
0.30,032,005,13.752030,5.258160,0.382355
0.35,032,004,11.649330,4.440780,0.381205
0.40,032,003,10.003070,3.741800,0.374065
0.45,032,003,8.680770,2.934440,0.338039
0.50,032,003,7.567430,2.458940,0.324937
0.05,033,021,63.555320,51.392550,0.808627
0.10,033,019,37.287710,22.281080,0.597545
0.15,033,012,26.476130,13.272930,0.501317
0.20,033,007,20.422620,9.082420,0.444724
0.25,033,007,16.528360,6.895700,0.417204
0.30,033,005,13.752030,5.201540,0.378238
0.35,033,005,11.649330,4.443760,0.381461
0.40,033,003,10.003070,3.724840,0.372370
0.45,033,003,8.680770,2.881580,0.331950
0.50,033,003,7.567430,2.397860,0.316866
0.05,034,022,63.555320,50.182950,0.789595
0.10,034,019,37.287710,22.054980,0.591481
0.15,034,009,26.476130,13.005480,0.491215
0.20,034,007,20.422620,8.707160,0.426349
0.25,034,006,16.528360,6.776460,0.409990
0.30,034,005,13.752030,5.133760,0.373309
0.35,034,004,11.649330,4.390190,0.376862
0.40,034,033,10.003070,3.665470,0.366435
0.45,034,003,8.680770,2.975500,0.342769
0.50,034,003,7.567430,2.539020,0.335519
0.05,035,023,63.555320,49.441850,0.777934
0.10,035,020,37.287710,21.791440,0.584413
0.15,035,009,26.476130,12.706570,0.479926
0.20,035,009,20.422620,8.993850,0.440387
0.25,035,006,16.528360,6.622540,0.400677
0.30,035,005,13.752030,5.089750,0.370109
0.35,035,033,11.649330,4.225400,0.362716
0.40,035,033,10.003070,3.631300,0.363019
0.45,035,003,8.680770,2.842410,0.327438
0.50,035,003,7.567430,2.369210,0.313080
0.05,036,023,63.555320,49.434120,0.777812
0.10,036,020,37.287710,21.790100,0.584378
0.15,036,013,26.476130,13.159650,0.497038
0.20,036,008,20.422620,9.105390,0.445848
0.25,036,006,16.528360,6.707030,0.405789
0.30,036,005,13.752030,5.350930,0.389101
0.35,036,004,11.649330,4.355130,0.373852
0.40,036,003,10.003070,3.668950,0.366782
0.45,036,003,8.680770,2.879380,0.331696
0.50,036,003,7.567430,2.401930,0.317404
0.05,037,023,63.555320,49.135120,0.773108
0.10,037,020,37.287710,21.599970,0.579279
0.15,037,010,26.476130,12.854540,0.485514
0.20,037,007,20.422620,9.035130,0.442408
0.25,037,007,16.528360,6.913410,0.418276
0.30,037,005,13.752030,5.146670,0.374248
0.35,037,004,11.649330,4.441210,0.381242
0.40,037,003,10.003070,3.656870,0.365575
0.45,037,003,8.680770,2.896420,0.333659
0.50,037,003,7.567430,2.468690,0.326226
0.05,038,025,63.555320,47.859930,0.753044
0.10,038,013,37.287710,21.253550,0.569988
0.15,038,010,26.476130,12.520260,0.472889
0.20,038,007,20.422620,8.876060,0.434619
0.25,038,006,16.528360,6.774940,0.409898
0.30,038,005,13.752030,4.996500,0.363328
0.35,038,004,11.649330,4.304110,0.369473
0.40,038,003,10.003070,3.592870,0.359177
0.45,038,003,8.680770,2.832450,0.326290
0.50,038,003,7.567430,2.372810,0.313556
0.05,039,025,63.555320,47.555950,0.748261
0.10,039,015,37.287710,20.479780,0.549237
0.15,039,010,26.476130,12.209880,0.461166
0.20,039,007,20.422620,8.640420,0.423081
0.25,039,006,16.528360,6.564040,0.397138
0.30,039,005,13.752030,5.008410,0.364194
0.35,039,037,11.649330,4.173660,0.358275
0.40,039,003,10.003070,3.590470,0.358937
0.45,039,003,8.680770,2.795980,0.322089
0.50,039,003,7.567430,2.331700,0.308123
0.05,040,026,63.555320,46.966990,0.738994
0.10,040,015,37.287710,20.361160,0.546056
0.15,040,010,26.476130,12.499330,0.472098
0.20,040,007,20.422620,8.533920,0.417866
0.25,040,006,16.528360,6.545110,0.395993
0.30,040,005,13.752030,5.002920,0.363795
0.35,040,004,11.649330,4.278600,0.367283
0.40,040,003,10.003070,3.610510,0.360940
0.45,040,003,8.680770,2.889630,0.332877
0.50,040,003,7.567430,2.473680,0.326885
0.05,041,027,63.555320,46.552310,0.732469
0.10,041,015,37.287710,20.184520,0.541318
0.15,041,011,26.476130,12.161610,0.459342
0.20,041,007,20.422620,8.360970,0.409398
0.25,041,006,16.528360,6.505590,0.393602
0.30,041,005,13.752030,5.225300,0.379966
0.35,041,004,11.649330,4.375190,0.375574
0.40,041,003,10.003070,3.520260,0.351918
0.45,041,003,8.680770,2.761790,0.318150
0.50,041,003,7.567430,2.310640,0.305340
0.05,042,025,63.555320,46.363770,0.729503
0.10,042,015,37.287710,20.027290,0.537102
0.15,042,011,26.476130,12.097660,0.456927
0.20,042,008,20.422620,8.734190,0.427672
0.25,042,006,16.528360,6.502920,0.393440
0.30,042,005,13.752030,5.046480,0.366963
0.35,042,004,11.649330,4.250190,0.364844
0.40,042,003,10.003070,3.538870,0.353778
0.45,042,003,8.680770,2.789540,0.321347
0.50,042,003,7.567430,2.333890,0.308412
0.05,043,028,63.555320,45.563870,0.716917
0.10,043,015,37.287710,19.807280,0.531201
0.15,043,011,26.476130,11.941590,0.451032
0.20,043,007,20.422620,8.650100,0.423555
0.25,043,005,16.528360,6.606230,0.399691
0.30,043,005,13.752030,4.931470,0.358599
0.35,043,004,11.649330,4.225400,0.362716
0.40,043,003,10.003070,3.541440,0.354035
0.45,043,003,8.680770,2.831660,0.326199
0.50,043,003,7.567430,2.425630,0.320536
0.05,044,028,63.555320,45.296870,0.712716
0.10,044,015,37.287710,19.490890,0.522716
0.15,044,009,26.476130,11.929400,0.450572
0.20,044,007,20.422620,8.469900,0.414731
0.25,044,005,16.528360,6.496470,0.393050
0.30,044,005,13.752030,4.870040,0.354132
0.35,044,004,11.649330,4.222530,0.362470
0.40,044,003,10.003070,3.483590,0.348252
0.45,044,003,8.680770,2.759730,0.317913
0.50,044,003,7.567430,2.318650,0.306399
0.05,045,028,63.555320,45.118070,0.709902
0.10,045,017,37.287710,19.822750,0.531616
0.15,045,009,26.476130,12.121180,0.457815
0.20,045,007,20.422620,8.412290,0.411910
0.25,045,006,16.528360,6.451700,0.390341
0.30,045,005,13.752030,4.922530,0.357949
0.35,045,005,11.649330,4.273420,0.366838
0.40,045,003,10.003070,3.478220,0.347715
0.45,045,003,8.680770,2.723710,0.313764
0.50,045,003,7.567430,2.284510,0.301887
0.05,046,027,63.555320,44.342040,0.697692
0.10,046,025,37.287710,20.142820,0.540200
0.15,046,010,26.476130,12.042800,0.454855
0.20,046,007,20.422620,8.332030,0.407980
0.25,046,006,16.528360,6.394600,0.386887
0.30,046,005,13.752030,5.162650,0.375410
0.35,046,004,11.649330,4.209320,0.361336
0.40,046,003,10.003070,3.509310,0.350823
0.45,046,003,8.680770,2.831170,0.326143
0.50,046,003,7.567430,2.431730,0.321342
0.05,047,028,63.555320,43.796930,0.689115
0.10,047,018,37.287710,19.875330,0.533026
0.15,047,010,26.476130,11.700220,0.441916
0.20,047,007,20.422620,8.205930,0.401806
0.25,047,006,16.528360,6.336020,0.383342
0.30,047,005,13.752030,4.939940,0.359215
0.35,047,042,11.649330,4.129380,0.354474
0.40,047,003,10.003070,3.427600,0.342655
0.45,047,003,8.680770,2.703350,0.311418
0.50,047,003,7.567430,2.273430,0.300423
0.05,048,028,63.555320,43.256130,0.680606
0.10,048,018,37.287710,19.577040,0.525027
0.15,048,010,26.476130,11.602790,0.438236
0.20,048,007,20.422620,8.134080,0.398288
0.25,048,006,16.528360,6.388720,0.386531
0.30,048,005,13.752030,4.862090,0.353554
0.35,048,004,11.649330,4.199040,0.360453
0.40,048,003,10.003070,3.444880,0.344382
0.45,048,003,8.680770,2.723580,0.313749
0.50,048,003,7.567430,2.293600,0.303088
0.05,049,027,63.555320,43.511640,0.684626
0.10,049,013,37.287710,19.489650,0.522683
0.15,049,010,26.476130,11.562060,0.436698
0.20,049,008,20.422620,8.359460,0.409324
0.25,049,005,16.528360,6.386140,0.386375
0.30,049,005,13.752030,4.831750,0.351348
0.35,049,005,11.649330,4.231360,0.363228
0.40,049,003,10.003070,3.466330,0.346527
0.45,049,003,8.680770,2.782890,0.320581
0.50,049,003,7.567430,2.400400,0.317201
0.05,050,030,63.555320,43.032550,0.677088
0.10,050,013,37.287710,19.326680,0.518312
0.15,050,010,26.476130,11.758290,0.444109
0.20,050,008,20.422620,8.408680,0.411734
0.25,050,005,16.528360,6.369170,0.385348
0.30,050,005,13.752030,4.791060,0.348389
0.35,050,004,11.649330,4.178070,0.358653
0.40,050,003,10.003070,3.399190,0.339815
0.45,050,003,8.680770,2.707220,0.311864
0.50,050,003,7.567430,2.281570,0.301499
